px1,py1,pz1
-1.06037,-14.0758,25.1573
-9.35266,10.3589,-5.9546
-16.3693,0.338176,1.03269
2.71205,1.62443,7.52404
-4.37917,6.27248,7.47819
13.3867,-1.04909,4.78659
-3.95879,0.807486,-5.12072
-20.2692,-7.03067,12.4392
-9.53298,9.92603,13.2
2.05018,1.53976,-9.77744
-2.94794,-2.92384,4.07644
-2.72769,1.33329,6.13071
-0.0609119,-2.16287,-3.97122
-3.20422,4.97262,11.2459
11.0764,-0.403664,9.30456
2.20281,0.332238,-10.8455
4.39997,-3.42973,-2.756
-7.20093,-9.95658,40.8847
4.73914,6.89449,-16.9064
0.542775,-9.75724,-10.949
11.3725,-0.0809889,-39.8293
-2.05359,-2.28093,-14.3122
6.07659,-4.78756,-2.60211
-0.996182,-4.00711,-6.79318
2.46893,2.63715,-12.4303
7.41829,-15.8844,-21.58
-9.32835,3.64766,0.0562697
-5.99645,6.98145,3.00116
-4.03976,-1.94965,-6.89548
-3.51138,1.02235,14.0151
-6.98467,-2.18396,-3.88469
9.17363,-5.01274,-3.5579
9.20988,-7.24733,0.383903
-1.62368,1.43193,7.99381
5.45082,-3.16135,0.348442
-16.3014,24.2504,46.6484
-1.51215,1.23231,9.41525
-3.637,-2.7135,6.13137
0.695354,-3.61014,3.99308
-7.26947,4.88127,-30.4774
11.2319,8.48587,46.3414
-2.60232,0.825475,-8.02437
1.25626,6.56019,-4.15074
7.45472,-5.51569,-0.88595
13.1057,-1.5236,20.5583
-4.08004,0.655381,7.32747
5.15635,5.42985,5.06018
-12.4631,4.46527,-2.66436
-5.02327,2.49274,10.314
16.0082,4.14454,11.9364
-1.9896,-2.32,-7.05826
0.857245,12.7441,-14.9907
-5.78218,-4.17995,19.8454
-1.65932,-0.873003,-8.24577
2.17674,2.72171,-11.7874
-1.433,2.25793,-7.02853
-0.167409,-8.45709,13.2333
3.24166,-2.35089,-7.04829
4.81026,3.53885,-19.6595
-10.0013,-7.9742,-27.066
-2.47054,-1.21102,6.92435
-6.05285,1.94248,-15.6122
-11.1542,-9.41198,-10.5468
-3.42846,7.76596,-4.26215
-8.47241,1.72005,11.2154
2.90019,0.447923,-12.8143
1.83625,-3.4942,9.13812
11.8556,-19.6013,2.79986
8.60974,5.30241,-5.49978
-18.7489,21.3311,16.6196
1.45264,-2.62059,-12.2576
22.8199,-5.92819,32.11
-3.22685,-7.46588,2.04843
-0.434651,-2.11587,-9.51071
2.48993,-8.27868,1.17376
-6.31042,3.92428,12.463
8.21127,3.70603,6.02984
7.68811,10.6754,2.67802
-3.21217,0.502109,9.94103
5.51604,2.80792,-3.8114
-2.70339,0.0335401,-7.40567
0.511031,-1.61304,-8.48298
-3.63109,2.73449,12.9725
-18.6493,2.40106,16.3492
1.1685,3.34125,5.0199
-4.34153,-16.1624,-47.5295
-8.28369,-2.05647,10.0934
-6.57903,1.07645,12.678
9.83134,-3.1273,37.3999
-0.203181,8.55069,5.5183
-5.37055,-6.20495,-1.91049
-1.77754,-2.99552,3.00559
-2.5904,1.46082,-9.61258
-0.985857,1.44751,-7.42603
21.8445,-10.8321,2.92694
-20.8419,-28.3109,-76.82
1.93136,-4.89432,8.67891
1.73454,-1.66593,12.1807
-9.46113,2.61364,-18.0606
0.979422,-1.54945,-6.73144
-1.51798,-4.06723,2.86993
-4.86726,7.14448,-6.0769
-8.19029,1.4473,12.4631
-1.21741,-2.07876,9.45107
1.93051,-7.665,12.4745
-4.90196,9.23762,-2.77325
5.6267,7.7822,15.872
14.8569,9.97138,83.2141
0.789458,1.26426,-6.97232
8.41206,-3.48108,-2.50847
4.95807,-0.525364,-11.2003
-13.1364,2.68984,7.84111
-9.71525,-3.64514,-7.03159
-13.511,5.02407,-38.9409
6.84813,0.312729,-4.95893
3.04295,10.8682,1.29921
-2.25203,1.96533,-5.27052
4.03979,-5.21908,-4.18226
-4.1072,-2.48061,9.74774
9.13962,3.31415,20.1506
4.06294,-3.08264,12.5286
-9.08644,3.58956,23.8024
-4.22934,-4.9951,-3.1708
2.84467,-8.806,17.0119
0.163079,-1.8693,6.21219
6.38549,0.398407,15.016
2.17151,5.39075,7.78081
-9.29316,11.1645,-27.0634
-5.97725,9.85176,-2.05809
4.09757,-3.38921,-1.01497
13.1031,-2.55183,15.1
-12.7745,-29.438,-53.7939
-8.00855,-11.6081,23.5957
12.3031,5.85775,-3.06136
-7.31712,-7.24383,-20.2686
-8.29275,4.7047,-45.4646
-8.53355,5.55151,-6.27214
3.49476,2.4464,-16.3163
-1.75355,-10.2562,31.7862
0.774704,9.51192,-8.52958
-1.63751,2.63098,-6.69293
26.8954,4.65248,10.4859
11.1363,-1.97192,8.68836
8.37958,-2.53909,7.43746
-8.24105,-0.44596,-26.6492
9.34864,-6.78449,39.4085
-2.46707,3.11664,13.0105
11.555,6.54146,23.0442
4.68077,8.92501,-0.911694
3.59769,-10.5271,0.876088
4.02975,-11.3545,-21.4333
3.12063,-8.31257,13.6392
18.3472,15.1382,-1.87308
-19.8945,19.3004,-30.4627
-11.6726,15.8912,49.5902
2.29263,3.3064,-7.39811
-4.07457,-7.8599,-25.202
-1.06153,-5.85399,-2.01575
-2.73367,2.07347,-3.27747
3.16941,-13.98,-40.6396
-7.71744,2.29745,-11.6711
-4.67081,-13.23,-21.9647
5.92436,-11.2069,0.713585
22.7867,5.58123,30.5628
4.09027,7.44894,-2.98115
-7.97191,-18.6306,-9.49966
0.966376,3.94971,5.78138
-0.265473,-1.30993,-4.61819
1.45142,-3.28157,10.6585
-13.1102,0.613704,4.02556
-4.35013,-9.69139,-11.6754
-5.25368,8.83738,-0.317587
5.16562,13.8551,-3.99441
0.241904,2.11353,-8.11639
-7.49276,-5.35388,2.5133
-2.31096,-1.24946,6.13404
7.96396,2.52598,2.95141
3.98963,3.55754,2.13272
2.89089,-1.14344,9.01012
-4.43215,6.51241,-13.8301
-1.14464,2.73231,-15.7658
0.265225,-3.45418,10.9459
-6.00366,-17.9326,7.36999
9.89635,0.508898,0.318134
3.75004,0.477967,-2.95096
16.2907,-1.49706,6.22271
10.8232,-7.92729,14.6474
-2.4602,3.34207,-0.910844
-2.38814,9.89694,31.0395
-5.46446,11.5278,-0.00200915
15.749,-5.37601,-10.3763
-8.62981,1.35163,16.0843
9.51631,3.77334,2.63433
3.5363,5.61889,27.1683
21.5485,-3.39274,3.23913
8.3092,3.86603,-41.9613
-8.55555,-6.07886,-16.3242
-0.0239733,1.49136,-7.4577
-4.74698,-8.5646,0.792421
2.3103,-0.72951,-8.06664
-2.93419,2.94677,-0.701343
0.434123,11.403,-34.1705
-3.38019,-0.442504,13.7976
12.5363,11.5452,-20.4981
14.4059,-4.38039,-6.23578
5.35386,-0.459565,5.51338
-4.32955,3.59091,16.8474
-3.7437,0.294944,-4.3366
-1.3087,-2.81211,-11.1983
11.488,5.6498,2.07552
3.48292,-1.48758,-6.62815
5.69637,7.87157,5.97304
0.144442,3.82523,19.6508
14.2794,6.43993,-39.7497
-2.01652,-5.2935,-12.8035
3.68945,2.34766,-11.1878
6.95767,0.622507,0.356935
-4.64608,4.56583,-9.24318
5.67695,-4.94131,3.22062
-5.2042,0.485269,7.168
-3.73196,12.3978,46.3986
-4.37957,12.1065,50.3327
2.03756,-6.54567,-8.2714
-1.60791,3.09088,13.4274
1.66625,-0.342797,-8.24619
10.8625,-10.696,-24.7967
-7.57037,8.13236,-13.9528
4.02234,4.91017,-3.89043
6.89175,-4.37936,-13.4667
1.29953,1.49172,8.97693
3.78873,-4.97043,2.74588
4.94262,7.2896,13.6597
1.42335,3.59106,9.29764
-10.7699,3.98495,14.7401
-10.2574,-8.61511,-1.08699
6.27531,4.08626,13.97
-0.308768,-5.99224,8.34264
-4.47551,-10.9391,8.88632
0.907956,-10.1134,1.74873
8.79722,1.34945,-5.19666
-14.3892,-5.67435,26.2305
-12.1733,9.73982,21.3243
1.3293,6.42565,12.3707
9.08197,6.28709,-26.5223
19.7524,8.16169,36.0432
-1.9523,-2.71071,-6.36175
1.78926,-5.79859,-2.17228
-5.74414,-36.78,-155.943
5.69548,4.59603,-1.70991
0.674492,10.2576,-11.731
10.152,0.0485564,0.372237
3.42459,-8.06838,5.12095
-1.69359,-7.62387,-11.8242
0.73665,3.89602,-1.28233
-3.92452,1.07095,4.31349
0.747531,10.2859,-19.1655
0.675041,1.33264,-6.19493
18.2801,1.50281,-19.9417
9.05032,2.46087,-15.0273
-6.20231,-4.52698,2.9816
11.5458,3.38182,12.5682
9.00897,16.3799,-11.5305
-8.08133,2.12649,4.72546
7.25915,1.68166,21.4545
-5.19673,-3.05456,-0.437708
2.47772,13.425,-9.97715
0.936256,-3.19551,4.85128
-5.78859,10.3395,0.218055
7.19426,12.433,1.31624
-6.60551,0.318019,0.0197847
-1.5569,-0.419103,-7.07433
1.51268,2.07026,-5.7508
-15.0548,-8.72501,-44.9073
-0.790213,2.92717,-5.55985
-22.7835,-5.63813,-54.6253
20.4312,-7.29572,-32.0094
5.77437,18.7374,-26.6105
4.87533,4.69517,-21.91
-7.28678,-10.7037,-65.1298
9.24096,-12.9156,-21.1118
-0.734041,7.14829,-4.32503
-1.37824,-1.56455,7.14393
-3.19126,4.46914,-11.3486
-1.01058,-1.52777,-8.3542
6.56182,-1.37366,-9.89726
-7.5811,-4.80607,2.9412
2.32734,14.6612,18.0955
-0.441501,4.66395,-0.282974
2.88455,6.79003,-16.3257
-11.7242,10.0281,-19.3137
-1.26256,-0.412986,6.23446
-8.53801,5.45581,1.10374
14.3971,10.7549,19.2914
-13.7831,-9.16487,-18.9121
-8.43228,3.26214,4.13655
0.0647745,13.3532,13.3376
-16.1838,-0.073033,2.35789
1.28579,7.22378,-11.5637
9.78696,-1.89292,32.7249
2.27361,-0.558306,6.92005
-6.24586,-15.8519,-35.1777
5.93148,4.48949,-0.109501
6.69013,6.82357,7.71276
-1.0068,2.24894,8.38391
0.752405,-8.26271,-3.84736
6.64019,4.64224,14.8296
5.24163,3.15872,-2.74684
5.64686,2.26132,-7.54144
6.99759,4.40938,-6.03291
4.95297,-8.17121,-37.8225
-9.85,2.04621,8.11919
8.13694,10.4179,-18.0085
-13.346,15.8265,-25.6053
-1.02435,-2.1424,7.57901
7.85221,6.81585,28.2524
-17.0284,21.5125,-3.6348
5.01702,-2.41675,-9.99715
-3.06753,11.3584,2.29843
-18.5721,3.56442,-20.3501
1.66304,-0.996736,10.0374
0.77133,5.37948,5.81547
1.08219,0.722822,5.51398
3.82677,-8.58775,-16.7342
-7.08962,-7.21217,36.499
3.82882,0.0620232,4.29879
8.49537,1.82314,1.20931
-7.58026,6.68063,2.67061
0.879605,26.7635,94.1019
1.32644,-14.0115,-0.361077
0.802672,-2.41091,8.4285
3.06139,-3.06425,9.73619
11.9433,4.75963,-22.6232
1.40873,1.64521,-8.495
-3.15791,0.628116,11.4159
-1.96663,1.95758,11.9691
-8.7621,6.60779,9.48817
3.92773,5.51305,4.67728
7.9181,1.97253,12.6133
-1.27581,1.37268,-5.84
5.6898,-3.71828,-13.1457
0.351523,2.25097,-6.36052
1.97945,3.75646,4.26105
-9.70942,1.4047,-6.7223
2.76037,5.63178,6.29597
-8.6281,-7.97831,0.918566
-1.93268,-1.16003,8.69501
7.42443,-1.82879,-14.7909
3.02691,4.14577,0.125494
-16.5659,3.30345,5.17573
3.48738,3.68313,7.88593
3.17047,-1.93596,-19.4191
0.404935,-5.97143,11.8242
-5.83363,3.64229,-7.39672
0.728744,-9.19392,-37.9369
16.929,4.81533,-63.2776
-6.96299,0.83995,-2.50623
-6.429,-5.17323,-10.203
1.15865,-3.48008,-5.48615
-2.47332,9.60333,1.46994
6.01863,7.3679,-17.3444
-0.271137,-3.75761,-4.73222
-5.65668,-14.7064,0.923963
1.58783,-2.97095,-6.31727
-0.377168,-1.24207,5.88402
6.93695,1.88533,11.6332
-7.70728,-5.09345,14.5288
-5.94204,-8.63075,35.3147
-6.54571,-6.41505,12.6092
-1.97634,-1.66577,-12.9304
6.22815,-0.714965,19.4649
4.04285,-9.40124,-1.34093
1.60449,-2.44524,5.74115
-17.8317,7.71009,-4.0757
-7.03317,-1.42772,-13.6524
-2.80718,-12.8366,-24.5167
-6.05156,-4.36887,-2.11454
0.32728,4.29076,-7.34922
-14.6402,-0.994536,-4.1174
-2.35169,-1.22711,5.03616
11.0066,-8.82535,28.2886
-10.9922,-7.80526,-0.453366
10.2285,17.2995,-32.4366
-30.3262,-0.209189,41.4549
4.58045,-10.3908,22.3667
-1.76917,-1.82889,13.3467
-14.4963,-1.20362,0.909198
-4.05065,-0.901264,-8.88752
-9.93634,-4.75146,-22.7954
-14.003,-4.89548,-62.4354
-1.39396,-8.58987,13.521
3.19941,-3.53072,-6.67692
2.07548,0.605767,-8.62777
7.45818,3.63227,-0.876095
8.73631,-8.52198,-15.8525
-6.01127,-0.942497,-7.20727
4.22375,2.49606,1.03899
-2.25064,-0.74722,-7.893
-3.69968,5.3864,-23.4893
4.45381,-16.7335,-20.2821
6.85428,3.19195,12.9783
1.9253,6.28664,-2.24677
-20.2323,-5.30528,-53.4679
-2.66482,-1.05412,5.02276
15.0799,4.33894,22.4254
9.43675,5.58194,4.53359
4.8388,-9.84832,-22.1335
2.12603,-10.0231,-7.33866
-0.0982572,8.34904,8.40373
-2.49026,15.2833,24.1579
6.9249,4.06386,-0.66807
13.1066,-9.21098,12.9478
1.54982,-7.7704,-0.534907
2.86476,8.21149,3.55948
2.34253,1.12251,-11.1414
8.18663,2.96256,15.0315
-7.78042,8.46761,-22.9722
5.20929,-8.48235,15.3653
7.34242,-11.2258,-1.2345
-3.0051,1.04844,6.16521
-12.9005,11.0126,-5.51717
-0.0712052,5.21992,-0.518773
-0.94762,-2.21799,6.86707
22.492,-9.3516,12.5357
7.18111,0.109715,-1.07164
-0.104365,3.55669,15.6117
-3.86924,3.62777,-2.04822
-1.70961,-0.204109,-9.30064
-1.14749,-4.61344,-21.8986
16.4527,3.15502,-73.1838
-10.05,6.13966,-22.2869
2.05864,-0.038022,-9.87856
-0.921319,-3.45657,2.58619
-1.00802,1.73813,10.7581
-9.27217,-4.35237,5.40214
8.78609,2.00938,-11.1875
0.355099,3.58369,-4.04145
0.698911,-1.69262,9.67979
-12.7874,21.1446,21.624
3.48791,1.44771,11.2249
15.0064,-10.5456,11.8528
-1.66586,-0.804499,-9.46605
-2.97119,-9.55137,33.3003
1.181,-10.8909,19.5705
-15.3074,-22.0633,-19.1915
-2.39371,3.89875,0.852324
22.6776,-1.63059,-19.7993
5.09542,0.389127,-4.75714
-7.89527,1.31935,17.581
-9.38814,-8.54342,8.84233
18.2453,-7.09042,-2.69618
1.85546,-3.08769,13.5165
-7.00981,3.38885,1.36594
-1.51653,-14.2709,-5.98621
-6.97788,4.01054,13.428
-20.3275,-0.298222,7.45248
-9.87844,2.95252,28.6466
-16.8951,0.0448758,4.75499
-1.14999,-4.96553,0.546098
-7.22054,21.7852,-5.38688
-10.986,-5.18645,-7.97116
7.769,7.96802,1.40091
-7.86539,-11.0204,7.98677
12.6472,0.214825,-25.4797
-0.236116,-3.17172,-5.7344
-2.17419,-4.3032,8.22795
7.49748,0.044025,1.72272
3.69786,12.897,-16.2556
3.44643,-8.20397,-31.4554
-0.947618,1.68225,-9.66886
6.52462,17.423,-6.71003
2.38998,-5.71495,-8.02403
5.15569,-19.1784,9.8734
22.0867,2.62265,18.143
4.83118,-1.50269,-2.22471
-0.929274,-7.09158,1.55298
-4.87837,1.15284,1.71783
5.82103,2.08311,-2.26932
0.184659,-3.44202,-13.746
-2.1926,0.579819,-8.61406
16.7911,14.3888,-7.23722
-0.861714,-3.23051,-6.50923
1.53719,5.92534,-4.28731
3.02394,5.24179,2.19192
5.93159,6.4352,1.37192
15.4716,-3.8654,5.83676
4.9138,-0.467711,-4.80105
-3.99309,6.40054,-14.5173
-6.46498,5.44311,-15.4723
6.50647,5.46608,-5.58107
7.7829,-0.708016,5.35886
-10.2594,-9.5657,17.4332
20.2925,15.45,13.2273
-12.9804,30.7133,19.4015
-11.6536,10.4297,-36.716
4.96439,-0.5141,2.63536
9.81138,-6.35057,-47.6774
9.64316,26.6661,-135.716
-6.43684,9.35626,-12.3666
2.26498,-0.154714,9.74864
10.5691,-1.05559,4.64148
9.39378,-6.78077,32.4463
-0.633507,1.98657,7.58866
-8.41146,-6.64702,-5.47344
-5.06597,-8.63068,16.4119
11.3474,14.2061,-22.6263
-7.46199,3.04047,-3.09501
-0.294407,7.48864,-4.76827
-0.1597,-3.70706,-7.08136
4.72415,15.1567,44.6717
-8.35378,-7.27034,-37.4621
17.1534,12.7708,23.0073
-15.5318,-8.28849,-20.4388
5.13564,5.03237,-5.83035
21.5744,10.0372,33.2277
-8.95266,-11.119,-4.03593
0.745538,8.70474,8.46784
-4.36,-1.48737,-2.42801
-6.94441,-0.343726,-21.5258
9.12907,4.25845,-3.14479
-4.27938,-0.729155,-15.4567
2.09003,-9.77539,23.7986
-0.0435928,-3.02461,-6.29176
5.31794,0.570654,14.4219
1.14018,-4.32723,1.63968
8.86951,18.1746,-43.0342
5.96443,-9.12212,-1.58919
-8.649,12.6547,-25.6386
-1.9529,0.249617,-9.86966
-1.47334,3.91629,15.0708
-2.50578,-9.66444,-13.1179
3.50786,-5.23376,11.0701
-8.57321,-2.22147,3.23933
-0.219768,5.2389,8.06003
-2.78392,-3.59615,-4.84265
-3.06216,2.24829,-4.71205
1.61103,-10.4248,3.37667
-2.31213,-0.376612,-7.3527
-7.8045,4.88505,5.03929
3.67491,-14.6927,3.18567
6.94337,-3.63525,-23.1237
5.43661,-11.0293,-16.9042
4.34523,-13.7775,-3.55767
5.32074,-6.72328,-9.69684
-11.9842,-5.40568,8.84868
-3.78993,7.37484,11.3646
8.02986,3.81389,-5.33215
-3.26802,-0.872693,-17.3673
0.00834743,-1.95673,10.2295
25.719,-6.8168,14.7391
-14.4514,13.7128,28.1847
-6.60009,-2.25887,-3.93823
4.18826,-7.16044,-17.4833
11.2999,2.35594,31.907
-2.23338,-5.56123,-0.276586
0.377828,12.2396,-8.81451
-0.465937,-2.28284,6.30232
2.47221,-13.8462,13.8943
-2.12733,2.29988,10.0249
19.1674,15.5311,-73.8845
3.76104,-1.61698,-12.7124
-2.78485,-0.329525,-5.67319
-11.8752,-4.27405,24.4114
-11.2358,-12.9665,27.6775
-12.5879,0.568013,-27.0812
-7.30314,1.36546,-8.01987
3.60681,0.829781,6.38017
6.14939,-19.1775,-8.64569
-6.97303,1.60886,-3.55064
-8.91334,2.36466,-11.8223
1.20127,2.76657,-6.28252
-4.88331,6.98604,-17.6826
7.42807,-22.3373,-10.6445
-9.16867,7.03483,-17.024
9.48509,-0.11571,-3.14582
2.08954,-19.3122,-22.0136
7.2716,7.14244,-6.17189
-7.50664,13.9473,29.2957
1.69338,1.94214,-10.4867
-9.21872,2.65458,2.84311
-3.43959,-0.970058,-5.51317
-8.03616,3.44282,-2.71227
-11.7909,-9.3121,24.0261
0.755714,18.1504,59.6157
-6.25731,2.11263,7.07962
-0.011381,-1.41322,6.26695
-1.83737,-2.60149,-7.4039
0.992061,-1.96431,-6.00587
-8.49658,-1.49545,-10.8277
-3.86466,-6.11772,28.8829
-14.0519,-2.35346,-5.98567
-5.31277,8.22748,-14.5983
7.88468,2.91581,4.94611
-9.93257,-2.51064,-10.5269
3.35751,1.91867,7.96983
1.63377,-10.922,31.9035
11.1454,-0.543084,19.3417
-0.345404,-2.80736,5.09833
-15.1816,1.95238,-30.5727
-3.69188,-13.8456,25.6047
-5.21038,4.8275,-17.6624
-0.14924,3.43652,-6.06028
3.06364,-7.93177,0.918722
15.9197,8.08974,-6.63397
-2.20324,1.58278,-8.93351
5.62952,-2.259,-2.48047
9.59014,-0.854946,-4.8488
0.812893,2.38176,11.7892
7.85146,10.2161,23.3031
7.92955,1.78461,-20.4411
-2.13753,8.55477,-7.91597
-8.21113,-3.41048,4.40966
9.15569,2.19737,-4.64877
5.73276,20.4543,27.5545
4.94441,0.615033,-6.01175
1.43937,1.62645,11.2077
-0.695401,10.4003,6.43551
-3.9818,-8.28067,-10.6566
-4.49357,-4.36571,9.44458
-3.19726,7.44596,3.17831
8.39967,2.24406,3.60964
-3.07113,-0.935456,-6.74165
-22.5158,-8.12686,123.968
0.67562,-2.00895,-8.50446
-25.967,7.35868,-72.0627
-2.95748,-2.9329,-19.0556
-7.44397,4.88603,-24.1707
-0.0810011,-3.89651,10.843
-4.07401,-2.31202,-1.32725
11.8112,7.68582,-16.979
-16.4446,-9.39982,-2.71315
-3.57896,-5.38732,-3.04302
-2.98329,5.58462,-6.36641
-7.37087,-4.28083,-21.5333
-3.28651,7.1934,0.73737
2.128,2.21673,8.11409
1.5034,-5.8672,6.96064
6.01964,0.439369,-10.2774
13.5496,-1.21328,-9.43839
-0.929002,8.71692,3.34381
1.86355,-8.42651,-2.57626
-1.65376,9.69592,-12.6733
-6.23102,9.2269,-10.0176
2.98401,-3.548,-11.6437
1.60648,-3.5795,-9.25395
-6.94463,2.4629,-17.3073
5.40613,4.30336,-10.5415
12.5657,-12.7503,13.3395
-3.87145,-0.909829,9.81809
-1.89826,-2.17352,10.1006
-3.11689,-12.8286,11.0168
5.47798,6.55234,0.909861
-1.18334,2.95208,-10.8682
3.11476,-7.71842,-20.9944
-29.2078,-12.7181,-95.5738
-1.71391,-0.558735,5.94203
4.01565,2.23207,-4.2672
0.828895,2.12533,-9.55131
0.900221,-7.64656,4.22526
-3.5916,-0.587244,10.2044
7.23157,-5.18375,-6.53889
1.58258,-9.52031,-25.7855
-3.90804,6.8168,11.832
12.4202,-3.98518,5.00969
-12.6403,-7.1841,-17.3542
-0.621671,8.50208,16.2895
2.02062,3.18939,-6.04867
2.48533,2.25269,-5.62375
4.85027,-6.59868,0.36783
9.69163,-13.548,-4.38296
-0.55362,-3.73016,1.67854
2.62591,2.39751,4.64747
-3.67935,1.0237,-2.27201
7.97459,-8.5255,-38.9413
2.1219,0.588419,11.4439
-13.52,5.6299,-2.98827
-4.13174,17.6115,0.355167
2.6636,1.20086,11.2648
4.31518,-3.29137,-12.3907
3.52721,-2.48589,-5.42578
-1.79315,-0.0859534,-9.41352
-2.31007,5.98588,-0.26823
-8.16854,-18.2828,-15.7322
8.24147,2.92339,2.62557
1.4635,-1.35896,-9.00025
-7.97382,2.53742,-2.21223
5.3083,-6.77338,44.7826
4.67645,1.38474,1.8144
-1.90872,-6.09836,11.0212
15.5669,-7.7618,6.11948
-6.17533,8.23076,-15.9408
-3.10497,-8.64631,-2.21838
1.96617,2.14248,10.9212
-5.48367,5.64567,5.11754
6.09752,5.58695,-28.302
-4.14633,9.55601,17.17
12.3135,-0.0519533,-7.09311
3.00391,4.00623,2.51719
-12.1554,-6.88245,-0.621398
1.22839,-14.3288,-28.0574
6.04034,6.28127,0.509971
14.489,3.05659,-7.86048
2.16107,-16.9846,-8.81733
-2.4551,-1.66368,-12.0911
-6.22088,-5.40437,-0.838131
1.51946,8.32012,-18.6458
2.45926,8.6524,25.4097
-7.23011,-12.0554,-25.3785
8.92713,2.4507,22.4
1.99318,-0.444789,-6.36006
3.60513,6.08525,-3.99665
-1.02605,1.54914,6.73845
3.03626,-1.50079,5.44276
0.0674331,1.90379,9.0832
-16.661,13.8159,18.5704
-2.08571,3.2388,6.49814
6.56246,9.88684,-8.61436
-6.43948,-14.3043,-46.5528
0.762041,22.1523,-9.70089
6.80579,-4.23693,-1.05068
5.57825,0.319558,-6.29626
3.1618,-0.043403,6.61929
-2.23456,-2.27773,-11.5916
-0.727906,-2.59613,4.62074
9.44731,9.62648,-26.0964
-4.76121,9.18152,-12.0578
-6.0399,8.28573,12.9366
-2.11692,2.13298,5.07074
6.17577,-0.668072,0.398105
3.83231,9.69126,0.127234
-7.03742,-0.379125,2.91388
1.08103,-3.03561,-7.06519
2.82838,-11.3675,17.4736
-6.27965,13.1898,-18.9571
-7.11481,-5.46858,-4.6969
7.70392,-2.49515,2.38724
-2.92358,-3.86231,1.33424
-0.645357,4.54107,13.2545
1.62315,4.38766,-1.35667
-6.25682,6.60961,-45.9965
8.97085,-0.952326,24.5131
4.70086,5.43928,-12.5058
2.19071,9.27578,22.9655
16.4271,4.18512,6.13651
-3.0118,-1.81182,-6.62132
-1.2756,10.4756,37.3513
4.4754,-2.43274,13.6744
5.97817,-3.94299,-2.47436
-2.99594,-0.468485,9.46394
-4.03128,5.36027,8.51553
9.41583,-4.83713,18.3375
-15.3648,-10.4023,2.44599
-10.1036,7.31679,7.86351
-8.10579,-3.69783,-13.4506
9.76206,-10.6467,-7.52578
0.142902,1.90665,9.32619
-2.42713,3.5506,-8.75484
-10.7584,1.97921,-7.08447
4.15949,-2.05933,9.76472
-4.31196,9.84759,4.97208
-2.80314,3.25625,5.29989
-0.237125,1.12347,-3.42817
6.58598,3.45029,-10.1564
6.2781,-5.49263,26.1553
1.32233,6.11082,-0.206177
-2.42733,12.2447,-8.68235
-6.89285,1.43535,4.76901
3.2155,-6.06633,24.9395
-4.59968,1.40008,-1.6033
15.2037,0.622284,-16.2741
-33.7775,-34.6191,3.77412
2.70884,5.11975,2.69579
-0.844538,-4.48228,8.3536
-0.0773337,-4.30791,9.2738
-3.24668,7.89519,-6.88257
-0.536563,7.11306,8.68025
-11.3801,-13.5701,19.3701
2.70497,-5.4352,-2.55311
-9.25678,-3.95128,-15.4242
-2.39879,5.50673,6.23269
5.89619,10.5979,-18.732
-4.84899,-7.97348,18.0381
-4.12989,7.0747,13.3493
2.14865,-4.23578,1.23897
5.39991,3.0079,-11.4629
7.57527,-5.70798,-3.46235
12.6774,-5.639,2.29013
3.10699,-1.8395,8.03895
-9.02944,3.93136,-17.0301
1.47791,-9.29685,-7.47208
2.56957,-1.79136,14.3338
-8.41653,-2.47406,-23.3191
-2.66839,-7.02673,3.54348
-9.37417,0.818434,7.50832
1.22937,-13.2677,8.00184
1.84461,-1.10659,-8.69992
-3.80514,-6.44079,7.51636
2.2118,3.78382,5.39512
0.155779,3.27609,13.8217
-7.56085,0.331981,8.86782
10.7009,6.58038,-19.0894
3.12944,2.58756,5.25363
6.23562,-2.1275,13.7185
0.21601,-3.15544,16.1695
-5.44676,0.529404,1.24557
-3.37388,0.34597,-7.53261
-7.81205,0.0660037,1.94506
9.28897,-7.37645,-26.0176
-0.789436,-12.394,-26.3391
-7.51166,-3.57286,-11.354
-0.979951,-9.79696,9.55337
10.7245,3.03816,-21.8957
0.61891,-1.88978,9.07904
-1.42213,-3.17671,13.0907
4.05071,-6.61044,-11.1403
6.70877,-11.3458,-15.3997
-0.709606,3.17804,-7.11656
-18.7029,-1.95757,-0.225865
1.44927,-8.42281,-5.72704
-3.51703,8.03261,-29.3611
-3.87979,8.83171,-10.032
11.104,-3.95631,6.92912
-10.8445,-2.13616,-13.4337
13.4798,7.08702,-0.169285
-4.66738,6.34903,11.5747
8.55213,-8.91881,4.70386
-4.06759,-1.1289,-9.09656
1.44303,2.28061,-5.62692
-10.5937,-1.97643,-1.132
6.70606,-1.72574,24.6088
-7.07371,-4.48971,16.2324
-6.22153,-5.41647,-14.3015
-16.1451,-3.76318,0.724909
2.53613,-2.67567,-11.5933
-6.0299,3.90039,-17.2482
2.95388,8.19249,4.76005
-0.332238,-3.89576,-4.90733
0.470368,-2.04462,6.4587
-9.43829,-2.32881,5.61707
0.462431,-9.26426,-15.8358
1.63855,-3.61569,-8.70574
-0.42633,-5.18257,15.0176
4.54156,-2.02445,-1.64585
2.65912,-9.98881,21.3422
0.955973,2.85689,-14.9152
1.8137,-3.06792,-10.3528
-2.34277,13.2141,-12.0517
6.57177,-0.372227,8.1745
7.98723,-1.25641,10.2136
-8.07174,-3.35619,-13.7337
-1.8969,11.7273,32.8801
2.283,-2.50884,9.4971
